Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-11-27 00:00:00+09:00,173497.90021633316,175100.86994659275,173497.90021633316,174346.53125,188306,0.0,0.0
2023-11-28 00:00:00+09:00,175289.44403776253,175289.44403776253,173120.72041599354,175100.859375,269820,0.0,0.0
2023-11-29 00:00:00+09:00,175100.86538656655,175855.2040635146,174157.9420403815,174252.234375,298485,0.0,0.0
2023-11-30 00:00:00+09:00,173686.48891074336,174346.5352855399,171706.34978635376,173780.78125,574490,0.0,0.0
2023-12-01 00:00:00+09:00,172837.8523061406,173309.31398728117,171329.1749264907,172366.390625,304309,0.0,0.0
2023-12-04 00:00:00+09:00,173403.61446000825,173592.19914131332,171234.890625,171234.890625,378913,0.0,0.0
2023-12-05 00:00:00+09:00,171234.8659040794,171612.03521223814,170386.23496072215,171046.28125,275980,0.0,0.0
2023-12-06 00:00:00+09:00,170763.40993199835,172932.13352583378,170763.40993199835,172460.671875,280528,0.0,0.0
2023-12-07 00:00:00+09:00,171046.3044222344,172837.8588786966,171046.3044222344,172177.8125,296154,0.0,0.0
2023-12-08 00:00:00+09:00,173120.73987034036,175100.87905186386,172932.15518638573,174535.125,327749,0.0,0.0
2023-12-11 00:00:00+09:00,174818.0,174818.0,173497.90722761597,174818.0,218073,0.0,0.0
2023-12-12 00:00:00+09:00,174912.2701710668,175760.9011314655,174440.80852640086,175006.5625,332590,0.0,0.0
2023-12-13 00:00:00+09:00,174723.7051435811,175572.33619932432,173875.07408783783,174440.828125,287425,0.0,0.0
2023-12-14 00:00:00+09:00,176326.66573660713,176420.95807122564,173686.48036728895,174252.234375,760383,0.0,0.0
2023-12-15 00:00:00+09:00,175195.161436722,181795.625,174629.40741701247,181795.625,1228522,0.0,0.0
2023-12-18 00:00:00+09:00,181795.63561197917,181984.22029622397,179155.4500325521,181041.296875,482331,0.0,0.0
2023-12-19 00:00:00+09:00,180946.99798387097,181889.92137096773,179909.78225806452,181229.875,272670,0.0,0.0
2023-12-20 00:00:00+09:00,181701.32205863888,188301.7852366901,181607.02972752386,187736.03125,961888,0.0,0.0
