Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-11-27 00:00:00+09:00,74678.33244702694,74678.33244702694,72371.66580773653,73140.5546875,183523,0.0,0.0
2023-11-28 00:00:00+09:00,73621.11373929512,73909.4470829216,72275.55813570488,72948.3359375,177793,0.0,0.0
2023-11-29 00:00:00+09:00,73236.67102984828,73236.67102984828,71602.78204361808,72852.2265625,173437,0.0,0.0
2023-11-30 00:00:00+09:00,72948.3315926354,74774.44266017173,72275.55383091149,72756.109375,240142,0.0,0.0
2023-12-01 00:00:00+09:00,72948.33421063582,73428.8897719707,71602.77863889813,72179.4453125,146126,0.0,0.0
2023-12-04 00:00:00+09:00,72948.33157169117,74678.33152991309,71506.66493983957,71891.109375,238559,0.0,0.0
2023-12-05 00:00:00+09:00,71026.11022629311,71410.55466594828,69199.99913793104,69680.5546875,200343,0.0,0.0
2023-12-06 00:00:00+09:00,70161.11459766162,70833.89240887207,69296.11455467675,69872.78125,166907,0.0,0.0
2023-12-07 00:00:00+09:00,69488.33244563296,70161.11021481613,67373.88802820015,67950.5546875,209757,0.0,0.0
2023-12-08 00:00:00+09:00,68335.00262632979,68527.22485593971,66605.00255984042,67758.3359375,187883,0.0,0.0
2023-12-11 00:00:00+09:00,68046.66666666667,68623.33333333333,67277.77777777778,68335.0,174498,0.0,0.0
2023-12-12 00:00:00+09:00,68623.33159234551,69488.33157040027,67950.55383163624,68431.109375,121640,0.0,0.0
2023-12-13 00:00:00+09:00,69103.88800609972,70161.11021481613,67950.5546875,67950.5546875,199784,0.0,0.0
2023-12-14 00:00:00+09:00,69103.88801719624,69296.11023699371,68046.66580831006,68815.5546875,152110,0.0,0.0
2023-12-15 00:00:00+09:00,69488.33161386987,71410.5537885274,69392.22050513698,70161.109375,241100,0.0,0.0
2023-12-18 00:00:00+09:00,70353.33678668478,71314.44794497282,69584.44786005435,70737.78125,120837,0.0,0.0
2023-12-19 00:00:00+09:00,70737.78129298487,70833.89240887207,69392.22567056396,69872.78125,95385,0.0,0.0
2023-12-20 00:00:00+09:00,70545.55816683744,71122.22485484973,70161.11370816256,70353.3359375,109802,0.0,0.0
2023-12-21 00:00:00+09:00,69584.4418792517,71122.21960034013,69199.99744897959,70641.6640625,109556,0.0,0.0
2023-12-22 00:00:00+09:00,71218.33067536158,71218.33067536158,69776.6640625,69776.6640625,101119,0.0,0.0
2023-12-26 00:00:00+09:00,70353.33333333333,70353.33333333333,69103.88888888889,69200.0,112673,0.0,0.0
2023-12-27 00:00:00+09:00,71400.0,72500.0,71200.0,72500.0,91207,2800.0,0.0
2023-12-28 00:00:00+09:00,72400.0,73400.0,71900.0,73200.0,105784,0.0,0.0
2024-01-02 00:00:00+09:00,73200.0,74400.0,72100.0,73300.0,146997,0.0,0.0
2024-01-03 00:00:00+09:00,73000.0,76300.0,72200.0,73500.0,311505,0.0,0.0
2024-01-04 00:00:00+09:00,74000.0,74000.0,72400.0,73800.0,139441,0.0,0.0
2024-01-05 00:00:00+09:00,73600.0,76600.0,73200.0,74600.0,248374,0.0,0.0
2024-01-08 00:00:00+09:00,75700.0,78000.0,74700.0,74900.0,272492,0.0,0.0
2024-01-09 00:00:00+09:00,75700.0,75700.0,71600.0,71600.0,339728,0.0,0.0
2024-01-10 00:00:00+09:00,71900.0,73500.0,71600.0,72100.0,127684,0.0,0.0
2024-01-11 00:00:00+09:00,72100.0,72600.0,69700.0,69800.0,216334,0.0,0.0
2024-01-12 00:00:00+09:00,69700.0,70100.0,68200.0,68800.0,170967,0.0,0.0
2024-01-15 00:00:00+09:00,68700.0,69200.0,67700.0,67500.0,39227,0.0,0.0
2024-01-16 00:00:00+09:00,67100.0,67700.0,65800.0,66100.0,169229,0.0,0.0
2024-01-17 00:00:00+09:00,66000.0,66400.0,64300.0,65000.0,123096,0.0,0.0
2024-01-18 00:00:00+09:00,64400.0,66900.0,64400.0,65900.0,159349,0.0,0.0
2024-01-19 00:00:00+09:00,66700.0,69300.0,66600.0,67600.0,156988,0.0,0.0
2024-01-22 00:00:00+09:00,68000.0,68500.0,66500.0,67300.0,97853,0.0,0.0
2024-01-23 00:00:00+09:00,67300.0,67900.0,66800.0,66800.0,80499,0.0,0.0
2024-01-24 00:00:00+09:00,66400.0,67400.0,65700.0,65900.0,131006,0.0,0.0
2024-01-25 00:00:00+09:00,66400.0,68300.0,65600.0,67700.0,153910,0.0,0.0
2024-01-26 00:00:00+09:00,68100.0,69100.0,67500.0,68600.0,155356,0.0,0.0
2024-01-29 00:00:00+09:00,69200.0,70700.0,67800.0,67900.0,187513,0.0,0.0
2024-01-30 00:00:00+09:00,67900.0,69100.0,66800.0,66800.0,122499,0.0,0.0
2024-01-31 00:00:00+09:00,66800.0,70700.0,66800.0,70400.0,252835,0.0,0.0
2024-02-01 00:00:00+09:00,69800.0,69900.0,67200.0,67700.0,305690,0.0,0.0
2024-02-02 00:00:00+09:00,67800.0,69000.0,67100.0,68900.0,186146,0.0,0.0
2024-02-05 00:00:00+09:00,68900.0,69700.0,67700.0,68400.0,130254,0.0,0.0
