Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-11-27 00:00:00+09:00,22650.0,23550.0,21900.0,23350.0,3875489,0.0,0.0
2023-11-28 00:00:00+09:00,23200.0,26450.0,23000.0,25550.0,8997979,0.0,0.0
2023-11-29 00:00:00+09:00,26050.0,27300.0,25250.0,26800.0,5131577,0.0,0.0
2023-11-30 00:00:00+09:00,27000.0,27400.0,25950.0,27300.0,2481576,0.0,0.0
2023-12-01 00:00:00+09:00,27000.0,28050.0,26950.0,27150.0,1684519,0.0,0.0
2023-12-04 00:00:00+09:00,27650.0,28250.0,26800.0,26950.0,1476572,0.0,0.0
2023-12-05 00:00:00+09:00,26650.0,27050.0,25600.0,25750.0,1677097,0.0,0.0
2023-12-06 00:00:00+09:00,26400.0,26850.0,25750.0,26550.0,1538782,0.0,0.0
2023-12-07 00:00:00+09:00,26600.0,26600.0,25600.0,25700.0,1033986,0.0,0.0
2023-12-08 00:00:00+09:00,25900.0,25950.0,25450.0,25750.0,821760,0.0,0.0
2023-12-11 00:00:00+09:00,25750.0,26050.0,25250.0,25450.0,822761,0.0,0.0
2023-12-12 00:00:00+09:00,25650.0,26300.0,25300.0,26250.0,1014618,0.0,0.0
2023-12-13 00:00:00+09:00,26100.0,26250.0,25600.0,26050.0,841778,0.0,0.0
2023-12-14 00:00:00+09:00,26400.0,26450.0,25450.0,25850.0,3549263,0.0,0.0
2023-12-15 00:00:00+09:00,26000.0,27450.0,25800.0,27150.0,3928720,0.0,0.0
2023-12-18 00:00:00+09:00,27450.0,27500.0,26000.0,26300.0,1452928,0.0,0.0
2023-12-19 00:00:00+09:00,26350.0,26400.0,25200.0,25500.0,1735423,0.0,0.0
2023-12-20 00:00:00+09:00,25600.0,25800.0,25200.0,25500.0,1471164,0.0,0.0
2023-12-21 00:00:00+09:00,25100.0,25150.0,24100.0,24500.0,1676641,0.0,0.0
2023-12-22 00:00:00+09:00,24650.0,24850.0,24400.0,24550.0,795156,0.0,0.0
2023-12-26 00:00:00+09:00,25100.0,25100.0,24300.0,24600.0,793350,0.0,0.0
2023-12-27 00:00:00+09:00,24700.0,24950.0,24300.0,24950.0,680279,0.0,0.0
2023-12-28 00:00:00+09:00,24950.0,25400.0,24700.0,25100.0,834015,0.0,0.0
2024-01-02 00:00:00+09:00,25150.0,25500.0,24750.0,25450.0,731093,0.0,0.0
2024-01-03 00:00:00+09:00,25300.0,25300.0,24750.0,24900.0,618955,0.0,0.0
2024-01-04 00:00:00+09:00,24750.0,25200.0,24500.0,25100.0,550343,0.0,0.0
2024-01-05 00:00:00+09:00,25150.0,25150.0,24550.0,24900.0,475167,0.0,0.0
2024-01-08 00:00:00+09:00,24850.0,24850.0,24150.0,24200.0,775733,0.0,0.0
2024-01-09 00:00:00+09:00,24350.0,24450.0,23750.0,23800.0,704392,0.0,0.0
2024-01-10 00:00:00+09:00,23800.0,23950.0,23200.0,23500.0,591751,0.0,0.0
2024-01-11 00:00:00+09:00,23600.0,23750.0,22550.0,22750.0,1368625,0.0,0.0
2024-01-12 00:00:00+09:00,22750.0,23150.0,22650.0,23000.0,640102,0.0,0.0
2024-01-15 00:00:00+09:00,22750.0,23000.0,22500.0,23050.0,101072,0.0,0.0
2024-01-16 00:00:00+09:00,22700.0,22800.0,22100.0,22100.0,692324,0.0,0.0
2024-01-17 00:00:00+09:00,22100.0,22250.0,21100.0,21400.0,915300,0.0,0.0
2024-01-18 00:00:00+09:00,21400.0,22100.0,21200.0,21600.0,487054,0.0,0.0
2024-01-19 00:00:00+09:00,21900.0,22600.0,21750.0,22400.0,565316,0.0,0.0
