Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-11-27 00:00:00+09:00,480230.1293136503,480715.7007285276,472460.9866756135,474888.84375,16670,0.0,0.0
2023-11-28 00:00:00+09:00,479258.9910804656,479744.5625,472946.56262651825,479744.5625,22088,0.0,0.0
2023-11-29 00:00:00+09:00,476345.5803118661,479744.5803752536,473917.72312373226,478773.4375,19638,0.0,0.0
2023-11-30 00:00:00+09:00,478773.43304933875,480715.7187817904,475860.00445066125,477316.71875,40313,0.0,0.0
2023-12-01 00:00:00+09:00,475860.0,492369.4285714286,473917.7142857143,482658.0,36917,0.0,0.0
2023-12-04 00:00:00+09:00,497225.1428571429,520532.5714285715,494311.7142857143,503052.0,135724,0.0,0.0
2023-12-05 00:00:00+09:00,505965.4418369772,518590.2993108365,500138.5845413498,510821.15625,77431,0.0,0.0
2023-12-06 00:00:00+09:00,513734.5758844339,525388.2902712264,510821.14728773583,514705.71875,76595,0.0,0.0
2023-12-07 00:00:00+09:00,506936.5625,518590.2765804598,501109.7054597701,506936.5625,49622,0.0,0.0
2023-12-08 00:00:00+09:00,510821.14756770316,512763.43329989974,474403.2900890171,484114.71875,117712,0.0,0.0
2023-12-11 00:00:00+09:00,484114.7280798037,484600.2995222107,468576.4419227789,470033.15625,85899,0.0,0.0
2023-12-12 00:00:00+09:00,473432.1294091143,478773.4149716787,470518.7009204429,471489.84375,55503,0.0,0.0
2023-12-13 00:00:00+09:00,473432.13836984534,476831.13833762886,471004.28125,471004.28125,32796,0.0,0.0
2023-12-14 00:00:00+09:00,475860.0134615384,478287.8706730769,471489.8704807692,473432.15625,51684,0.0,0.0
2023-12-15 00:00:00+09:00,475860.0044191919,487513.71881313133,473917.71868686867,480715.71875,77231,0.0,0.0
2023-12-18 00:00:00+09:00,481686.848241206,488484.8481155779,479744.56256281404,483143.5625,24146,0.0,0.0
2023-12-19 00:00:00+09:00,483143.56694626645,485085.85264253285,478773.42412966705,481201.28125,21654,0.0,0.0
2023-12-20 00:00:00+09:00,484114.7054016966,486542.5625,482172.41972305387,486542.5625,27297,0.0,0.0
2023-12-21 00:00:00+09:00,482658.008875,485571.4375,482172.4374375,485571.4375,19943,0.0,0.0
2023-12-22 00:00:00+09:00,488484.8481786427,488484.8481786427,484114.7054016966,486542.5625,18099,0.0,0.0
2023-12-26 00:00:00+09:00,486542.58037499996,489456.00899999996,484114.72318749997,485571.4375,30693,0.0,0.0
2023-12-27 00:00:00+09:00,485080.95386604435,486552.3824419778,482138.0967141776,486061.90625,32568,5000.0,0.0
2023-12-28 00:00:00+09:00,488023.805064006,488514.28125,485571.4241340362,488514.28125,33799,0.0,0.0
2024-01-02 00:00:00+09:00,486061.8911072531,486552.3672839506,475761.89139660494,476742.84375,45613,0.0,0.0
2024-01-03 00:00:00+09:00,476742.85259433964,476742.85259433964,467914.28125,467914.28125,34714,0.0,0.0
2024-01-04 00:00:00+09:00,467914.29450464394,476742.86609907117,465952.38970588235,475271.4375,28314,0.0,0.0
2024-01-05 00:00:00+09:00,474290.47176282055,480666.6621794872,470857.1384615385,478214.28125,28269,0.0,0.0
2024-01-08 00:00:00+09:00,486552.3839835729,487042.8601771047,473800.0029517454,477723.8125,23482,0.0,0.0
2024-01-09 00:00:00+09:00,483119.04310897435,483119.04310897435,477723.8050641026,478214.28125,18741,0.0,0.0
2024-01-10 00:00:00+09:00,478214.2917533819,480666.6727367325,471347.625,471347.625,14801,0.0,0.0
2024-01-11 00:00:00+09:00,474290.47619047615,474780.95238095237,463500.0,463500.0,30504,0.0,0.0
2024-01-12 00:00:00+09:00,464480.95837765955,465952.3869680851,458595.2440159574,461047.625,21778,0.0,0.0
2024-01-15 00:00:00+09:00,461538.1011968085,464480.95837765955,458595.2440159574,461047.625,3352,0.0,0.0
2024-01-16 00:00:00+09:00,461047.6205549569,461538.0967470366,455161.90625,455161.90625,22231,0.0,0.0
2024-01-17 00:00:00+09:00,456633.3333333333,456633.3333333333,442900.0,442900.0,40446,0.0,0.0
2024-01-18 00:00:00+09:00,441428.5862930078,449766.6818118757,441428.5862930078,441919.0625,21743,0.0,0.0
2024-01-19 00:00:00+09:00,443880.9494405022,452709.52081058954,443390.47325327515,449276.1875,33744,0.0,0.0
2024-01-22 00:00:00+09:00,452219.05211748637,453200.0045081967,447804.76635928964,448785.71875,11937,0.0,0.0
2024-01-23 00:00:00+09:00,449276.1889945652,451238.09375,446333.331861413,451238.09375,14230,0.0,0.0
2024-01-24 00:00:00+09:00,449276.1815960912,454671.4195846906,448295.2292345277,451728.5625,22656,0.0,0.0
2024-01-25 00:00:00+09:00,451238.0863192183,452219.0386807818,443390.4674267101,451728.5625,31543,0.0,0.0
2024-01-26 00:00:00+09:00,447804.7619047619,455161.90476190473,447804.7619047619,453200.0,30625,0.0,0.0
2024-01-29 00:00:00+09:00,455161.8929336188,463009.5117773019,452219.03586723766,458104.75,37892,0.0,0.0
2024-01-30 00:00:00+09:00,462028.577393617,466933.3393617021,461047.625,461047.625,29075,0.0,0.0
2024-01-31 00:00:00+09:00,461047.60427666316,464480.9375,456142.8425290391,464480.9375,47562,0.0,0.0
2024-02-01 00:00:00+09:00,458595.2322368421,468404.7559210526,457123.8036842105,465952.375,26449,0.0,0.0
2024-02-02 00:00:00+09:00,465952.3675736067,469385.7008083596,462028.55816246057,466442.84375,32668,0.0,0.0
2024-02-05 00:00:00+09:00,463499.9910429937,464971.4195859873,452219.0388800425,462028.5625,36209,0.0,0.0
2024-02-06 00:00:00+09:00,457614.2857142857,463990.47619047615,452709.5238095238,453200.0,38871,0.0,0.0
2024-02-07 00:00:00+09:00,458104.77664369036,465952.39594379644,453200.01458112407,462519.0625,33936,0.0,0.0
2024-02-08 00:00:00+09:00,463009.5192926045,463990.47166398715,457614.28125,457614.28125,42194,0.0,0.0
2024-02-13 00:00:00+09:00,462028.56401955604,464971.42111522204,458104.7545586681,463990.46875,31850,0.0,0.0
2024-02-14 00:00:00+09:00,458104.75285016285,461538.0861156352,449766.657776873,451728.5625,42875,0.0,0.0
2024-02-15 00:00:00+09:00,456142.855638587,456142.855638587,450747.6175611413,451238.09375,22052,0.0,0.0
2024-02-16 00:00:00+09:00,455652.375,458104.75592034444,453199.9940796555,455652.375,34540,0.0,0.0
2024-02-19 00:00:00+09:00,455652.37800160085,460066.6636872999,454180.94943970116,459576.1875,21905,0.0,0.0
2024-02-20 00:00:00+09:00,458595.23658288043,459085.7127717391,450257.1413722826,451238.09375,47945,0.0,0.0
2024-02-21 00:00:00+09:00,455161.8929336188,465952.36884368304,454180.9405781584,458104.75,46560,0.0,0.0
2024-02-22 00:00:00+09:00,463009.53904555313,463009.53904555313,451238.1100867679,452219.0625,41962,0.0,0.0
2024-02-23 00:00:00+09:00,453200.0088996764,457123.81850053935,452219.0564994606,454671.4375,28725,0.0,0.0
2024-02-26 00:00:00+09:00,456633.3469158497,456633.3469158497,449766.6800449347,450257.15625,24209,0.0,0.0
2024-02-27 00:00:00+09:00,451238.1072210066,451238.1072210066,446333.3451859956,448295.25,26910,0.0,0.0
2024-02-28 00:00:00+09:00,450257.1398744542,451728.56843613536,448295.2351255459,449276.1875,18869,0.0,0.0
2024-02-29 00:00:00+09:00,447314.2826815642,450747.6159916201,438976.1875,438976.1875,66052,0.0,0.0
2024-03-04 00:00:00+09:00,443390.471661055,443880.9478465208,437014.28125,437014.28125,35213,0.0,0.0
2024-03-05 00:00:00+09:00,435052.375,439466.66065388947,435052.375,435052.375,32511,0.0,0.0
2024-03-06 00:00:00+09:00,435052.3930619266,435052.3930619266,426714.2975917431,427695.25,60208,0.0,0.0
2024-03-07 00:00:00+09:00,428676.20071709785,437995.2485587739,426714.29590832395,436033.34375,33912,0.0,0.0
2024-03-08 00:00:00+09:00,440938.1069474836,448785.7262035011,439466.67833698035,448295.25,50275,0.0,0.0
2024-03-11 00:00:00+09:00,446333.3408398004,447804.7694359756,439466.6740576497,442409.53125,24653,0.0,0.0
2024-03-12 00:00:00+09:00,445352.3675742574,446333.3199257426,440447.60581683164,445842.84375,20019,0.0,0.0
2024-03-13 00:00:00+09:00,447804.7528472222,447804.7528472222,441428.5625,441428.5625,20244,0.0,0.0
